"";"azimut.class";"count";"freq.rel";"aoi.id";"azimut.name"
"1";2;18;0,346153846153846;2;"SSO"
"2";3;4;0,0769230769230769;2;"SSE"
"3";4;8;0,153846153846154;2;"ESE"
"4";5;3;0,0576923076923077;2;"ENE"
"5";6;11;0,211538461538462;2;"NNE"
"6";7;1;0,0192307692307692;2;"NNO"
"7";8;7;0,134615384615385;2;"ONO"
