"";"azimut.class";"count";"freq.rel";"aoi.id";"azimut.name"
"1";1;3;0,111111111111111;4;"OSO"
"2";2;2;0,0740740740740741;4;"SSO"
"3";4;13;0,481481481481481;4;"ESE"
"4";5;4;0,148148148148148;4;"ENE"
"5";7;3;0,111111111111111;4;"NNO"
"6";8;2;0,0740740740740741;4;"ONO"
