"";"id";"id2";"track";"azimut";"azimut.class"
"1";1;1;"Malia_track_points_10";-89,2577014864684;3
"11";1;2;"Malia_track_points_11";-76,928539712977;3
"12";1;3;"Malia_track_points_12";-88,7143865091473;3
"13";1;4;"Malia_track_points_13";-69,0100127736898;3
"14";1;5;"Malia_track_points_14";-86,1971151419639;3
"15";1;6;"Malia_track_points_16";99,5671947917475;7
"16";1;7;"Malia_track_points_17";78,9992099971522;6
"17";1;8;"Malia_track_points_18";106,236345892681;7
"18";1;9;"Malia_track_points_19";105,41817790925;7
"19";1;10;"Malia_track_points_1t";82,0048475629551;6
"110";1;11;"Malia_track_points_2";0;4
"111";1;12;"Malia_track_points_21";-87,028620083318;3
"112";1;13;"Malia_track_points_22";-133,845321597146;2
"113";1;14;"Malia_track_points_23";-76,2291225507615;3
"114";1;15;"Malia_track_points_24";106,947482190034;7
"115";1;16;"Malia_track_points_25";-79,1262448558127;3
"116";1;17;"Malia_track_points_26";-75,0085797946411;3
"117";1;18;"Malia_track_points_27";-104,042915393305;2
"118";1;19;"Malia_track_points_28";14,5603452899077;5
"119";1;20;"Malia_track_points_29";-98,9546230126617;2
"120";1;21;"Malia_track_points_2t";-71,7735810192799;3
"121";1;22;"Malia_track_points_30";76,8609337481576;6
"122";1;23;"Malia_track_points_31";-79,050715444911;3
"123";1;24;"Malia_track_points_32";-93,1554905983448;2
"124";1;25;"Malia_track_points_33";-129,102720632237;2
"125";1;26;"Malia_track_points_34";158,199310399155;8
"126";1;27;"Malia_track_points_35";-17,8117923452929;4
"127";1;28;"Malia_track_points_36";-4,16406937787688;4
"128";1;29;"Malia_track_points_37";-175,144819579457;1
"129";1;30;"Malia_track_points_38";12,6696911559606;5
"130";1;31;"Malia_track_points_39";62,9161529677134;6
"131";1;32;"Malia_track_points_3t";-83,5846680654605;3
"132";1;33;"Malia_track_points_4";-37,1771652615864;4
"133";1;34;"Malia_track_points_40";-82,5616413350848;3
"134";1;35;"Malia_track_points_41";-29,9286359497882;4
"135";1;36;"Malia_track_points_42";116,287609517541;7
"136";1;37;"Malia_track_points_43";125,392006088379;7
"137";1;38;"Malia_track_points_44";87,7489771465028;6
"138";1;39;"Malia_track_points_45";86,7620363475602;6
"139";1;40;"Malia_track_points_47";-161,937194974521;1
"140";1;41;"Malia_track_points_48";101,151942740779;7
"141";1;42;"Malia_track_points_49";109,645534366004;7
"142";1;43;"Malia_track_points_50";-50,9073594818391;3
"143";1;44;"Malia_track_points_51";-106,174463039442;2
"144";1;45;"Malia_track_points_52";12,1877318578883;5
"145";1;46;"Malia_track_points_53";-80,3871941144246;3
"146";1;47;"Malia_track_points_55";107,054578012053;7
"147";1;48;"Malia_track_points_57";69,0144014770025;6
"148";1;49;"Malia_track_points_58";-77,0852053484674;3
"149";1;50;"Malia_track_points_59";64,4737355063489;6
"150";1;51;"Malia_track_points_5t";-81,1321146662467;3
"151";1;52;"Malia_track_points_6";8,30139468343943;5
