"";"track.name";"duration";"distance";"speed.kmh.mean";"speed.lowess.mean";"duration.movement";"dist.movement";"speed.lowess.mean.movement";"duration.stops";"dist.stops";"speed.lowess.mean.stops"
"36";"Malia_track_points_41";77,8666666666667;2254,05514073098;1,73685755707011;1,54913162279767;48,9;1861,01777020054;2,03097454740152;27,4;325,501539172843;0,820550223007279
"37";"Malia_track_points_42";43,6;1499,64265532824;2,06372842476364;2,10023537986972;37,5;1420,00523467962;2,06426705273745;5,43333333333333;57,822124460191;0,712750870631138
"38";"Malia_track_points_43";60,9166666666667;1465,55426488175;1,4429359058585;1,41435360768533;34,2833333333333;1275,91096566714;2,10911337925888;13,3;120,687164939641;0,57072996546004
"39";"Malia_track_points_44";59,05;1721,29145801711;1,74845944180524;1,70360119142203;51,05;1635,67201666828;1,81966712492494;7,16666666666667;76,8303202819077;0,619692933906012
"40";"Malia_track_points_45";38,5833333333333;1101,13082147167;1,70852722938282;1,71775165947083;26,9;988,281595919457;2,10930670710542;9,78333333333333;90,7478415822887;0,504038987643093
"41";"Malia_track_points_47";40,5333333333333;1388,70025728399;2,05279265134076;1,96377140273982;39,0333333333333;1356,19678991614;2,00303749713567;1,03333333333333;13,3868675451191;0,766905714267584
"42";"Malia_track_points_48";75,4166666666667;1473,86983687571;1,17000877195908;1,14408228680076;38,9166666666667;1054,58935287622;1,53054097245237;35,2333333333333;373,19473651987;0,651971168128137
"43";"Malia_track_points_49";33,4333333333333;1425,66948331512;2,55852948152265;2,52141965675754;26,7333333333333;1332,70410603363;2,46720456762371;6,3;66,4204500411146;0,646728841640219
"44";"Malia_track_points_50";128,416666666667;2509,87402402757;1,14963404470607;0,939634676059699;42;1321,25470358948;1,66410375207635;84,65;1052,60977286315;0,705033793924494
"45";"Malia_track_points_51";41,9666666666667;1321,15158427434;1,88885850015394;1,75205793328057;31,6666666666667;1206,01117656977;2,23408360904214;9,96666666666667;96,3268214487839;0,670027961573217
"46";"Malia_track_points_52";78,9;1718,4369556187;1,30679616396859;1,24454181888837;48,3666666666667;1338,43575954468;1,564091142882;29,1;318,38023520326;0,71113007064001
"47";"Malia_track_points_53";72,3333333333333;1900,56084616752;1,57650208437859;1,48689904443722;59;1745,17323204197;1,74175355132831;12,4333333333333;124,333262378171;0,726135317681213
"48";"Malia_track_points_55";23,3;982,369802977783;2,52970764715309;2,46424494807808;22,7333333333333;970,006273992504;2,51994661023142;0,4;3,29972486199253;0,630728887945239
"49";"Malia_track_points_57";56,6666666666667;1363,43171918883;1,44008603670862;1,41199963422213;34,7666666666667;1190,68206889728;2,08903801377398;21,4;158,765895282883;0,664549714264615
"50";"Malia_track_points_58";42,9333333333333;1316,4088784812;1,84048235860622;1,78271489586877;20,8666666666667;1084,54728816918;2,81498440908741;21,5666666666667;217,794064456727;0,608620295976928
"51";"Malia_track_points_59";56,4666666666667;1690,50859467461;1,79629012421151;1,72173513983711;42,5666666666667;1517,2783170707;1,90466178886416;12,8;116,797478035387;0,801511501111025
"52";"Malia_track_points_5t";52,8333333333333;1777,6983516067;2,01883724472685;1,98348896858832;47,6;1670,0016404446;2,18142974513273;4,43333333333333;63,2635115245273;0,660980503933923
"53";"Malia_track_points_6";35,1333333333333;1165,52939887368;1,99046766411065;1,8853303748902;25,0333333333333;1044,51155053232;2,18343760154118;9,66666666666667;89,134451714743;0,614813840484655
